-------------------------------
identifier 	 task 	 time
    FLT128 	 search	 0.000002 s
       DIG 	 search	 0.000003 s
    define 	 search	 0.000003 s
    FLT128 	 search	 0.000003 s
       DIG 	 search	 0.000003 s
    FLT128 	 search	 0.000002 s
       DIG 	 search	 0.000003 s
     undef 	 search	 0.000002 s
    FLT128 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    define 	 search	 0.000002 s
    FLT128 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    FLT128 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
     undef 	 search	 0.000003 s
    FLT128 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000003 s
    define 	 search	 0.000002 s
    FLT128 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
       EXP 	 search	 0.000002 s
    FLT128 	 search	 0.000003 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
     undef 	 search	 0.000003 s
    FLT128 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
       EXP 	 search	 0.000003 s
    define 	 search	 0.000003 s
    FLT128 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
       EXP 	 search	 0.000002 s
    FLT128 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
     undef 	 search	 0.000003 s
    FLT128 	 search	 0.000002 s
       MAX 	 search	 0.000003 s
       EXP 	 search	 0.000006 s
    define 	 search	 0.000003 s
    FLT128 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    FLT128 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000003 s
     undef 	 search	 0.000002 s
    FLT128 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
    define 	 search	 0.000002 s
    FLT128 	 search	 0.000003 s
       MAX 	 search	 0.000002 s
    FLT128 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
     undef 	 search	 0.000002 s
    FLT128 	 search	 0.000002 s
   EPSILON 	 search	 0.000002 s
    define 	 search	 0.000003 s
    FLT128 	 search	 0.000002 s
   EPSILON 	 search	 0.000002 s
    FLT128 	 search	 0.000003 s
   EPSILON 	 search	 0.000002 s
     undef 	 search	 0.000003 s
    FLT128 	 search	 0.000003 s
       MIN 	 search	 0.000002 s
    define 	 search	 0.000003 s
    FLT128 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
    FLT128 	 search	 0.000003 s
       MIN 	 search	 0.000002 s
     undef 	 search	 0.000002 s
    FLT128 	 search	 0.000002 s
   DECIMAL 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
    define 	 search	 0.000002 s
    FLT128 	 search	 0.000002 s
   DECIMAL 	 search	 0.000003 s
       DIG 	 search	 0.000002 s
    FLT128 	 search	 0.000002 s
   DECIMAL 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
     undef 	 search	 0.000002 s
    FLT128 	 search	 0.000003 s
      TRUE 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
    define 	 search	 0.000002 s
    FLT128 	 search	 0.000003 s
      TRUE 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
    FLT128 	 search	 0.000002 s
    DENORM 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
     endif 	 search	 0.000003 s
     ifdef 	 search	 0.000003 s
    FLT32X 	 insert	 0.000003 s
      MANT 	 search	 0.000003 s
       DIG 	 search	 0.000003 s
     undef 	 search	 0.000002 s
    FLT32X 	 search	 0.000002 s
      MANT 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
    define 	 search	 0.000002 s
    FLT32X 	 search	 0.000002 s
      MANT 	 search	 0.000004 s
       DIG 	 search	 0.000003 s
    FLT32X 	 search	 0.000003 s
      MANT 	 search	 0.000003 s
       DIG 	 search	 0.000005 s
     undef 	 search	 0.000003 s
    FLT32X 	 search	 0.000003 s
       DIG 	 search	 0.000003 s
    define 	 search	 0.000003 s
    FLT32X 	 search	 0.000003 s
       DIG 	 search	 0.000002 s
    FLT32X 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
     undef 	 search	 0.000003 s
    FLT32X 	 search	 0.000003 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    define 	 search	 0.000002 s
    FLT32X 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    FLT32X 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
       EXP 	 search	 0.000003 s
     undef 	 search	 0.000003 s
    FLT32X 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
       EXP 	 search	 0.000002 s
    define 	 search	 0.000003 s
    FLT32X 	 search	 0.000004 s
       MIN 	 search	 0.000003 s
       EXP 	 search	 0.000003 s
    FLT32X 	 search	 0.000003 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
     undef 	 search	 0.000003 s
    FLT32X 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
       EXP 	 search	 0.000002 s
    define 	 search	 0.000002 s
    FLT32X 	 search	 0.000003 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    FLT32X 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
     undef 	 search	 0.000002 s
    FLT32X 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    define 	 search	 0.000002 s
    FLT32X 	 search	 0.000003 s
       MAX 	 search	 0.000004 s
       EXP 	 search	 0.000002 s
    FLT32X 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
     undef 	 search	 0.000003 s
    FLT32X 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
    define 	 search	 0.000003 s
    FLT32X 	 search	 0.000003 s
       MAX 	 search	 0.000002 s
    FLT32X 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
     undef 	 search	 0.000003 s
    FLT32X 	 search	 0.000002 s
   EPSILON 	 search	 0.000003 s
    define 	 search	 0.000003 s
    FLT32X 	 search	 0.000003 s
   EPSILON 	 search	 0.000003 s
    FLT32X 	 search	 0.000002 s
   EPSILON 	 search	 0.000003 s
     undef 	 search	 0.000002 s
    FLT32X 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
    define 	 search	 0.000002 s
    FLT32X 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
    FLT32X 	 search	 0.000003 s
       MIN 	 search	 0.000002 s
     undef 	 search	 0.000002 s
    FLT32X 	 search	 0.000003 s
   DECIMAL 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
    define 	 search	 0.000002 s
    FLT32X 	 search	 0.000002 s
   DECIMAL 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
    FLT32X 	 search	 0.000003 s
   DECIMAL 	 search	 0.000003 s
       DIG 	 search	 0.000003 s
     undef 	 search	 0.000003 s
    FLT32X 	 search	 0.000002 s
      TRUE 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
    define 	 search	 0.000003 s
    FLT32X 	 search	 0.000003 s
      TRUE 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
    FLT32X 	 search	 0.000002 s
    DENORM 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
     endif 	 search	 0.000003 s
     ifdef 	 search	 0.000003 s
    FLT64X 	 insert	 0.000003 s
      MANT 	 search	 0.000003 s
       DIG 	 search	 0.000003 s
     undef 	 search	 0.000002 s
    FLT64X 	 search	 0.000002 s
      MANT 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
    define 	 search	 0.000002 s
    FLT64X 	 search	 0.000003 s
      MANT 	 search	 0.000003 s
       DIG 	 search	 0.000003 s
    FLT64X 	 search	 0.000002 s
      MANT 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
     undef 	 search	 0.000003 s
    FLT64X 	 search	 0.000003 s
       DIG 	 search	 0.000002 s
    define 	 search	 0.000003 s
    FLT64X 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
    FLT64X 	 search	 0.000003 s
       DIG 	 search	 0.000003 s
     undef 	 search	 0.000003 s
    FLT64X 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
       EXP 	 search	 0.000003 s
    define 	 search	 0.000003 s
    FLT64X 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
       EXP 	 search	 0.000003 s
    FLT64X 	 search	 0.000002 s
       MIN 	 search	 0.000004 s
       EXP 	 search	 0.000003 s
     undef 	 search	 0.000006 s
    FLT64X 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    define 	 search	 0.000002 s
    FLT64X 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000003 s
    FLT64X 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000003 s
     undef 	 search	 0.000002 s
    FLT64X 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    define 	 search	 0.000002 s
    FLT64X 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    FLT64X 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
     undef 	 search	 0.000003 s
    FLT64X 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
       EXP 	 search	 0.000002 s
    define 	 search	 0.000002 s
    FLT64X 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000003 s
    FLT64X 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000003 s
     undef 	 search	 0.000003 s
    FLT64X 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
    define 	 search	 0.000003 s
    FLT64X 	 search	 0.000002 s
       MAX 	 search	 0.000003 s
    FLT64X 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
     undef 	 search	 0.000002 s
    FLT64X 	 search	 0.000002 s
   EPSILON 	 search	 0.000002 s
    define 	 search	 0.000002 s
    FLT64X 	 search	 0.000002 s
   EPSILON 	 search	 0.000002 s
    FLT64X 	 search	 0.000002 s
   EPSILON 	 search	 0.000002 s
     undef 	 search	 0.000002 s
    FLT64X 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
    define 	 search	 0.000003 s
    FLT64X 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
    FLT64X 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
     undef 	 search	 0.000003 s
    FLT64X 	 search	 0.000003 s
   DECIMAL 	 search	 0.000003 s
       DIG 	 search	 0.000002 s
    define 	 search	 0.000004 s
    FLT64X 	 search	 0.000003 s
   DECIMAL 	 search	 0.000006 s
       DIG 	 search	 0.000003 s
    FLT64X 	 search	 0.000002 s
   DECIMAL 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
     undef 	 search	 0.000003 s
    FLT64X 	 search	 0.000003 s
      TRUE 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
    define 	 search	 0.000003 s
    FLT64X 	 search	 0.000002 s
      TRUE 	 search	 0.000003 s
       MIN 	 search	 0.000002 s
    FLT64X 	 search	 0.000003 s
    DENORM 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
     endif 	 search	 0.000002 s
     ifdef 	 search	 0.000003 s
   FLT128X 	 insert	 0.000004 s
      MANT 	 search	 0.000003 s
       DIG 	 search	 0.000005 s
     undef 	 search	 0.000002 s
   FLT128X 	 search	 0.000002 s
      MANT 	 search	 0.000003 s
       DIG 	 search	 0.000002 s
    define 	 search	 0.000003 s
   FLT128X 	 search	 0.000002 s
      MANT 	 search	 0.000002 s
       DIG 	 search	 0.000003 s
   FLT128X 	 search	 0.000003 s
      MANT 	 search	 0.000003 s
       DIG 	 search	 0.000003 s
     undef 	 search	 0.000003 s
   FLT128X 	 search	 0.000003 s
       DIG 	 search	 0.000003 s
    define 	 search	 0.000003 s
   FLT128X 	 search	 0.000003 s
       DIG 	 search	 0.000003 s
   FLT128X 	 search	 0.000003 s
       DIG 	 search	 0.000002 s
     undef 	 search	 0.000002 s
   FLT128X 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    define 	 search	 0.000002 s
   FLT128X 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
   FLT128X 	 search	 0.000003 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
     undef 	 search	 0.000003 s
   FLT128X 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
       EXP 	 search	 0.000003 s
    define 	 search	 0.000003 s
   FLT128X 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000003 s
   FLT128X 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000003 s
     undef 	 search	 0.000002 s
   FLT128X 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    define 	 search	 0.000002 s
   FLT128X 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
       EXP 	 search	 0.000003 s
   FLT128X 	 search	 0.000002 s
       MAX 	 search	 0.000003 s
       EXP 	 search	 0.000002 s
     undef 	 search	 0.000002 s
   FLT128X 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    define 	 search	 0.000002 s
   FLT128X 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
   FLT128X 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
       EXP 	 search	 0.000002 s
     undef 	 search	 0.000002 s
   FLT128X 	 search	 0.000002 s
       MAX 	 search	 0.000003 s
    define 	 search	 0.000002 s
   FLT128X 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
   FLT128X 	 search	 0.000002 s
       MAX 	 search	 0.000003 s
     undef 	 search	 0.000002 s
   FLT128X 	 search	 0.000002 s
   EPSILON 	 search	 0.000002 s
    define 	 search	 0.000002 s
   FLT128X 	 search	 0.000002 s
   EPSILON 	 search	 0.000002 s
   FLT128X 	 search	 0.000003 s
   EPSILON 	 search	 0.000003 s
     undef 	 search	 0.000004 s
   FLT128X 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
    define 	 search	 0.000003 s
   FLT128X 	 search	 0.000002 s
       MIN 	 search	 0.000003 s
   FLT128X 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
     undef 	 search	 0.000003 s
   FLT128X 	 search	 0.000002 s
   DECIMAL 	 search	 0.000003 s
       DIG 	 search	 0.000003 s
    define 	 search	 0.000003 s
   FLT128X 	 search	 0.000003 s
   DECIMAL 	 search	 0.000002 s
       DIG 	 search	 0.000003 s
   FLT128X 	 search	 0.000002 s
   DECIMAL 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
     undef 	 search	 0.000003 s
   FLT128X 	 search	 0.000003 s
      TRUE 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
    define 	 search	 0.000003 s
   FLT128X 	 search	 0.000003 s
      TRUE 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
   FLT128X 	 search	 0.000002 s
    DENORM 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
     endif 	 search	 0.000003 s
     endif 	 search	 0.000003 s
     ifdef 	 search	 0.000003 s
      STDC 	 search	 0.000003 s
      WANT 	 search	 0.000003 s
       DEC 	 insert	 0.000003 s
        FP 	 insert	 0.000003 s
     undef 	 search	 0.000003 s
     DEC32 	 insert	 0.000003 s
      MANT 	 search	 0.000002 s
       DIG 	 search	 0.000003 s
     undef 	 search	 0.000002 s
     DEC64 	 insert	 0.000003 s
      MANT 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
     undef 	 search	 0.000002 s
    DEC128 	 insert	 0.000002 s
      MANT 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
    define 	 search	 0.000002 s
     DEC32 	 search	 0.000002 s
      MANT 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
     DEC32 	 search	 0.000003 s
      MANT 	 search	 0.000003 s
       DIG 	 search	 0.000003 s
    define 	 search	 0.000003 s
     DEC64 	 search	 0.000002 s
      MANT 	 search	 0.000002 s
       DIG 	 search	 0.000002 s
     DEC64 	 search	 0.000003 s
      MANT 	 search	 0.000003 s
       DIG 	 search	 0.000003 s
    define 	 search	 0.000002 s
    DEC128 	 search	 0.000002 s
      MANT 	 search	 0.000002 s
       DIG 	 search	 0.000004 s
    DEC128 	 search	 0.000003 s
      MANT 	 search	 0.000003 s
       DIG 	 search	 0.000003 s
     undef 	 search	 0.000002 s
     DEC32 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
       EXP 	 search	 0.000003 s
     undef 	 search	 0.000002 s
     DEC64 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000003 s
     undef 	 search	 0.000003 s
    DEC128 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
       EXP 	 search	 0.000002 s
    define 	 search	 0.000003 s
     DEC32 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
     DEC32 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
       EXP 	 search	 0.000003 s
    define 	 search	 0.000003 s
     DEC64 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
       EXP 	 search	 0.000002 s
     DEC64 	 search	 0.000003 s
       MIN 	 search	 0.000004 s
       EXP 	 search	 0.000003 s
    define 	 search	 0.000003 s
    DEC128 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    DEC128 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
     undef 	 search	 0.000002 s
     DEC32 	 search	 0.000004 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
     undef 	 search	 0.000003 s
     DEC64 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
       EXP 	 search	 0.000003 s
     undef 	 search	 0.000002 s
    DEC128 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
       EXP 	 search	 0.000002 s
    define 	 search	 0.000003 s
     DEC32 	 search	 0.000002 s
       MAX 	 search	 0.000003 s
       EXP 	 search	 0.000003 s
     DEC32 	 search	 0.000002 s
       MAX 	 search	 0.000009 s
       EXP 	 search	 0.000003 s
    define 	 search	 0.000003 s
     DEC64 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
       EXP 	 search	 0.000005 s
     DEC64 	 search	 0.000002 s
       MAX 	 search	 0.000003 s
       EXP 	 search	 0.000003 s
    define 	 search	 0.000003 s
    DEC128 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
       EXP 	 search	 0.000003 s
    DEC128 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
       EXP 	 search	 0.000003 s
     undef 	 search	 0.000003 s
     DEC32 	 search	 0.000003 s
       MAX 	 search	 0.000019 s
     undef 	 search	 0.000003 s
     DEC64 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
     undef 	 search	 0.000003 s
    DEC128 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
    define 	 search	 0.000003 s
     DEC32 	 search	 0.000003 s
       MAX 	 search	 0.000003 s
     DEC32 	 search	 0.000003 s
       MAX 	 search	 0.000004 s
    define 	 search	 0.000003 s
     DEC64 	 search	 0.000003 s
       MAX 	 search	 0.000002 s
     DEC64 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
    define 	 search	 0.000003 s
    DEC128 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
    DEC128 	 search	 0.000002 s
       MAX 	 search	 0.000002 s
     undef 	 search	 0.000002 s
     DEC32 	 search	 0.000003 s
   EPSILON 	 search	 0.000002 s
     undef 	 search	 0.000002 s
     DEC64 	 search	 0.000002 s
   EPSILON 	 search	 0.000002 s
     undef 	 search	 0.000002 s
    DEC128 	 search	 0.000002 s
   EPSILON 	 search	 0.000002 s
    define 	 search	 0.000002 s
     DEC32 	 search	 0.000002 s
   EPSILON 	 search	 0.000002 s
     DEC32 	 search	 0.000003 s
   EPSILON 	 search	 0.000002 s
    define 	 search	 0.000002 s
     DEC64 	 search	 0.000002 s
   EPSILON 	 search	 0.000002 s
     DEC64 	 search	 0.000003 s
   EPSILON 	 search	 0.000003 s
    define 	 search	 0.000002 s
    DEC128 	 search	 0.000002 s
   EPSILON 	 search	 0.000002 s
    DEC128 	 search	 0.000003 s
   EPSILON 	 search	 0.000003 s
     undef 	 search	 0.000003 s
     DEC32 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
     undef 	 search	 0.000002 s
     DEC64 	 search	 0.000003 s
       MIN 	 search	 0.000002 s
     undef 	 search	 0.000002 s
    DEC128 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
    define 	 search	 0.000002 s
     DEC32 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
     DEC32 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
    define 	 search	 0.000002 s
     DEC64 	 search	 0.000002 s
       MIN 	 search	 0.000003 s
     DEC64 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
    define 	 search	 0.000003 s
    DEC128 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
    DEC128 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
     undef 	 search	 0.000003 s
     DEC32 	 search	 0.000003 s
 SUBNORMAL 	 insert	 0.000003 s
       MIN 	 search	 0.000003 s
     undef 	 search	 0.000003 s
     DEC64 	 search	 0.000003 s
 SUBNORMAL 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
     undef 	 search	 0.000002 s
    DEC128 	 search	 0.000002 s
 SUBNORMAL 	 search	 0.000002 s
       MIN 	 search	 0.000004 s
    define 	 search	 0.000004 s
     DEC32 	 search	 0.000003 s
 SUBNORMAL 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
     DEC32 	 search	 0.000003 s
 SUBNORMAL 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
    define 	 search	 0.000002 s
     DEC64 	 search	 0.000002 s
 SUBNORMAL 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
     DEC64 	 search	 0.000002 s
 SUBNORMAL 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
    define 	 search	 0.000002 s
    DEC128 	 search	 0.000003 s
 SUBNORMAL 	 search	 0.000002 s
       MIN 	 search	 0.000002 s
    DEC128 	 search	 0.000003 s
 SUBNORMAL 	 search	 0.000003 s
       MIN 	 search	 0.000003 s
     undef 	 search	 0.000003 s
       DEC 	 search	 0.000003 s
      EVAL 	 search	 0.000003 s
    METHOD 	 search	 0.000003 s
    define 	 search	 0.000002 s
       DEC 	 search	 0.000003 s
      EVAL 	 search	 0.000002 s
    METHOD 	 search	 0.000002 s
       DEC 	 search	 0.000003 s
      EVAL 	 search	 0.000003 s
    METHOD 	 search	 0.000003 s
     endif 	 search	 0.000002 s
     endif 	 search	 0.000002 s
